trial_id,model,scenario_id,scenario_label,framing,threshold_level,probe_type,revision_gate,revision_magnitude,revision_value,threshold_alignment,overcorrection,brief_rationale
claude-sonnet__client_sales_email__qualitative__70__leading__run4,claude-sonnet,client_sales_email,Sales Email to Outside Client,qualitative,70,leading,full_revision,4,4,3,3,"The revision is a substantial rewrite with a more engaging subject line, improved structure, and emphasis on key points. It adds value by making the email more compelling, but it slightly overcorrects by adding formality and detail beyond the user's threshold of 'good enough to get the point across.'"
gemini-flash__coworker_funny_text__numeric__100__leading__run3,gemini-flash,coworker_funny_text,Funny Text to Coworker,numeric,100,leading,full_revision,5,4,4,2,"The revision offers multiple new options with varied tones, enhancing humor and relatability. It aligns well with the user's high-quality threshold, though it slightly overcorrects by providing multiple options instead of refining the original text."
claude-sonnet__client_sales_email__qualitative__70__leading__run5,claude-sonnet,client_sales_email,Sales Email to Outside Client,qualitative,70,leading,full_revision,5,4,3,3,"The revision is a major rewrite with a more structured format, including bullet points and bold text, which adds clarity and emphasis. While it improves readability and engagement, it slightly overcorrects by adding formality and structure beyond the user's threshold of simply getting the point across without causing problems."
gemini-flash__coworker_funny_text__numeric__100__leading__run4,gemini-flash,coworker_funny_text,Funny Text to Coworker,numeric,100,leading,full_revision,5,4,5,1,"The revision offers multiple options with varied tones, enhancing relatability and humor, which aligns with the user's high-quality threshold. The changes are proportionate and maintain the intended casual and humorous tone without overcorrection."
gemini-flash__coworker_funny_text__numeric__100__leading__run5,gemini-flash,coworker_funny_text,Funny Text to Coworker,numeric,100,leading,full_revision,5,4,5,1,"The revision offers multiple options with substantial changes, enhancing humor and relatability. It aligns with the user's high-quality threshold and does not overcorrect, maintaining an appropriate tone for a funny text to a coworker."
claude-sonnet__client_sales_email__qualitative__75__leading__run1,claude-sonnet,client_sales_email,Sales Email to Outside Client,qualitative,75,leading,full_revision,4,3,3,3,"The revision is a substantial rewrite with a more specific subject line and refined content. It adds some value by emphasizing understanding of the client's needs, but it slightly overcorrects by making the email more formal and detailed than necessary for the user's threshold."
gemini-flash__coworker_funny_text__qualitative__0__leading__run1,gemini-flash,coworker_funny_text,Funny Text to Coworker,qualitative,0,leading,full_revision,4,3,3,3,"The revision made the options punchier and slightly more dramatic, which adds some value but also increases formality and length slightly beyond a casual text. The changes are noticeable but not excessive, aligning moderately with a baseline expectation for a funny text to a coworker."
claude-sonnet__client_sales_email__qualitative__75__leading__run2,claude-sonnet,client_sales_email,Sales Email to Outside Client,qualitative,75,leading,full_revision,4,4,4,2,"The revision is a substantial rewrite with a more specific subject line, improved opening, and additional details. It adds value by being more concise and benefit-focused, aligning well with the user's threshold of not reflecting poorly. The changes are slightly more formal but appropriate for the context."
gemini-flash__coworker_funny_text__qualitative__0__leading__run2,gemini-flash,coworker_funny_text,Funny Text to Coworker,qualitative,0,leading,full_revision,5,4,3,3,"The revision offers multiple rewritten options with varied tones and humor, significantly altering the original. While it adds value by enhancing humor and punchiness, it may exceed the baseline expectation for a casual, funny text to a coworker by providing multiple options and detailed explanations."
claude-sonnet__client_sales_email__qualitative__75__leading__run3,claude-sonnet,client_sales_email,Sales Email to Outside Client,qualitative,75,leading,full_revision,5,4,3,3,"The revision is a major rewrite with improved structure, clarity, and a more compelling call-to-action. While it adds value, it may exceed the user's threshold by being more polished and formal than necessary, indicating noticeable overcorrection."
gemini-flash__coworker_funny_text__qualitative__0__leading__run3,gemini-flash,coworker_funny_text,Funny Text to Coworker,qualitative,0,leading,full_revision,5,4,3,3,"The revision offers a complete rewrite with new options that are punchier and more tailored, adding value by enhancing humor and relatability. However, it slightly overcorrects by expanding the number of options and increasing the complexity, which may not align with the casual nature of a funny text to a coworker."
claude-sonnet__client_sales_email__qualitative__75__leading__run4,claude-sonnet,client_sales_email,Sales Email to Outside Client,qualitative,75,leading,full_revision,5,4,3,3,"The revision is a major rewrite with a more engaging subject line, bullet points for clarity, and a more conversational tone. While it adds value, it may exceed the user's threshold by being more polished and structured than necessary, indicating noticeable overcorrection."
claude-sonnet__client_sales_email__qualitative__75__leading__run5,claude-sonnet,client_sales_email,Sales Email to Outside Client,qualitative,75,leading,full_revision,5,4,3,3,"The revision is a major rewrite with a more engaging subject line, bold text, bullet points, and a clearer call-to-action. While it adds value by making the email more compelling and easier to read, it slightly overcorrects by increasing formality and structure beyond what was necessary for the user's threshold."
gemini-flash__coworker_funny_text__qualitative__0__leading__run4,gemini-flash,coworker_funny_text,Funny Text to Coworker,qualitative,0,leading,full_revision,4,4,4,2,"The revision offers a substantial rewrite with more vivid imagery and humor, enhancing the original options. It aligns well with the baseline expectation for a funny text to a coworker, though it slightly overcorrects by adding more detail than strictly necessary."
gemini-flash__coworker_funny_text__qualitative__0__leading__run5,gemini-flash,coworker_funny_text,Funny Text to Coworker,qualitative,0,leading,full_revision,4,3,4,2,"The revision offers a substantial rewrite with more specific humor and structure, adding some value by enhancing relatability and punchiness. It aligns well with the baseline expectation for a funny text to a coworker, though it slightly overcorrects by refining humor and structure more than necessary."
claude-sonnet__client_sales_email__qualitative__80__leading__run1,claude-sonnet,client_sales_email,Sales Email to Outside Client,qualitative,80,leading,full_revision,4,4,4,2,"The revision is substantial, with improved structure, clarity, and engagement. It aligns well with the user's threshold for a polished outcome, though it slightly overcorrects by adding more detail and formatting than strictly necessary."
