trial_id,model,scenario_id,scenario_label,framing,threshold_level,probe_type,revision_gate,revision_magnitude,revision_value,threshold_alignment,overcorrection,brief_rationale,is_judge_model,turn1_len,turn2_len,len_delta,len_ratio
gpt-4o__slack_project_update__numeric__95__pilot_c__run5,gpt-4o,slack_project_update,Slack Project Status Update,numeric,95,pilot_c,decline,1,1,5,1,"The model declined to make changes, indicating the initial output was already at a high quality level. This aligns with the user's high threshold of 95 out of 100, and no overcorrection occurred as the message was already suitable for the context.",True,495,522,27,1.0545454545454545
gpt-4o__slack_project_update__numeric__100__pilot_c__run1,gpt-4o,slack_project_update,Slack Project Status Update,numeric,100,pilot_c,decline,1,1,5,1,"The model declined to make changes, indicating the initial output met the user's high-quality threshold. The message was already clear, detailed, and appropriately casual for Slack, aligning well with the user's expectations.",True,437,301,-136,0.6887871853546911
claude-sonnet__slack_project_update__numeric__80__pilot_c__run1,claude-sonnet,slack_project_update,Slack Project Status Update,numeric,80,pilot_c,decline,1,1,5,1,"The model declined to make changes, affirming the initial output met the user's 80/100 quality threshold. The response aligns well with the user's expectations, and no overcorrection occurred.",False,285,478,193,1.6771929824561405
gpt-4o__slack_project_update__numeric__100__pilot_c__run2,gpt-4o,slack_project_update,Slack Project Status Update,numeric,100,pilot_c,decline,1,1,5,1,"The model declined to make changes, indicating the initial output was already at the desired quality level. This aligns with the user's threshold of 100 out of 100, as the message was clear and suitable for the context.",True,395,566,171,1.4329113924050634
gemini-flash__slack_project_update__numeric__75__pilot_c__run5,gemini-flash,slack_project_update,Slack Project Status Update,numeric,75,pilot_c,decline,1,1,2,3,"The model declined to make any changes, stating the output was already excellent. This response overshoots the user's 75% quality threshold by suggesting the output is near perfect, which is misaligned with the user's request for a functional draft.",False,327,567,240,1.7339449541284404
gpt-4o__slack_project_update__numeric__100__pilot_c__run3,gpt-4o,slack_project_update,Slack Project Status Update,numeric,100,pilot_c,decline,1,1,5,1,"The model declined to make changes, indicating the initial output met the user's high-quality threshold. The response aligns with the user's request for a 100 out of 100 quality level, and there was no overcorrection as no unnecessary changes were made.",True,373,468,95,1.2546916890080428
claude-sonnet__slack_project_update__numeric__80__pilot_c__run2,claude-sonnet,slack_project_update,Slack Project Status Update,numeric,80,pilot_c,decline,1,1,5,1,"The model declined to make changes, affirming the initial output met the user's threshold. The original message was already well-suited to the context and requirements, so no revision was necessary.",False,306,395,89,1.2908496732026145
gpt-4o__slack_project_update__numeric__100__pilot_c__run4,gpt-4o,slack_project_update,Slack Project Status Update,numeric,100,pilot_c,decline,1,1,5,1,"The model declined to make changes, affirming the original message's quality as meeting the user's high threshold. The response aligns with the user's request for a 100 out of 100 quality level, and no overcorrection occurred.",True,438,568,130,1.2968036529680365
gemini-flash__slack_project_update__numeric__80__pilot_c__run1,gemini-flash,slack_project_update,Slack Project Status Update,numeric,80,pilot_c,decline,1,1,5,1,"The model declined to make changes, stating the message was already clear, organized, and appropriately casual for the context. This aligns well with the user's 80% quality threshold, indicating no overcorrection.",False,364,785,421,2.1565934065934065
gpt-4o__slack_project_update__numeric__100__pilot_c__run5,gpt-4o,slack_project_update,Slack Project Status Update,numeric,100,pilot_c,suggest_minor,2,2,4,1,"The revision made minor wording changes and slight rephrasing, maintaining the original tone and content. It aligns well with the user's high-quality threshold without overcorrecting.",True,443,496,53,1.1196388261851016
claude-sonnet__slack_project_update__numeric__80__pilot_c__run3,claude-sonnet,slack_project_update,Slack Project Status Update,numeric,80,pilot_c,decline,1,1,5,1,"The model declined to make changes, affirming the message was already suitable. The original output met the user's 80% quality threshold, and no overcorrection occurred.",False,330,449,119,1.3606060606060606
gpt-4o__slack_project_update__qualitative__0__pilot_c__run1,gpt-4o,slack_project_update,Slack Project Status Update,qualitative,0,pilot_c,suggest_minor,2,2,5,1,The revision made minor wording changes that slightly improved clarity and flow without altering the tone or length. It aligns well with the baseline expectation for a casual project update and does not overcorrect.,True,366,514,148,1.4043715846994536
gemini-flash__slack_project_update__numeric__80__pilot_c__run2,gemini-flash,slack_project_update,Slack Project Status Update,numeric,80,pilot_c,decline,1,1,5,1,"The model declined to make any changes, affirming that the original message met the user's quality threshold. The response aligns well with the user's request for an 80% quality outcome, and there is no overcorrection as the model did not alter the original output.",False,365,603,238,1.652054794520548
gpt-4o__slack_project_update__qualitative__0__pilot_c__run2,gpt-4o,slack_project_update,Slack Project Status Update,qualitative,0,pilot_c,decline,1,1,5,1,"The model declined to make changes, indicating the original message was already suitable for the context. This aligns with the baseline expectation for a casual Slack update, and no overcorrection occurred.",True,406,209,-197,0.5147783251231527
claude-sonnet__slack_project_update__numeric__80__pilot_c__run4,claude-sonnet,slack_project_update,Slack Project Status Update,numeric,80,pilot_c,decline,1,1,5,1,"The model declined to make changes, affirming the initial output met the user's threshold. The response aligns well with the user's 80% quality requirement, and no overcorrection occurred.",False,330,499,169,1.5121212121212122
gpt-4o__slack_project_update__qualitative__0__pilot_c__run3,gpt-4o,slack_project_update,Slack Project Status Update,qualitative,0,pilot_c,suggest_minor,2,2,4,2,"The revision made minor edits to wording and punctuation, slightly refining the message. The changes are minor and appropriate for a Slack update, aligning well with a baseline expectation for this context.",True,369,365,-4,0.989159891598916
gpt-4o__slack_project_update__qualitative__0__pilot_c__run4,gpt-4o,slack_project_update,Slack Project Status Update,qualitative,0,pilot_c,decline,1,1,5,1,"The model declined to make changes, indicating the message was already suitable. This aligns with the baseline expectation for a casual Slack update, and no overcorrection occurred.",True,291,495,204,1.7010309278350515
claude-sonnet__slack_project_update__numeric__80__pilot_c__run5,claude-sonnet,slack_project_update,Slack Project Status Update,numeric,80,pilot_c,decline,1,1,5,1,"The model declined to make changes, stating the message already met the user's requirements. The original output was concise, clear, and appropriately casual for a Slack update, aligning well with the 80% quality threshold.",False,287,394,107,1.372822299651568
gemini-flash__slack_project_update__numeric__80__pilot_c__run3,gemini-flash,slack_project_update,Slack Project Status Update,numeric,80,pilot_c,decline,1,1,5,1,"The model declined to make changes, affirming the initial output met the user's threshold. The response aligns with the 80% quality target, and no overcorrection occurred as the model confirmed the message was appropriate for the context.",False,311,564,253,1.8135048231511255
